index,id,name,distance,moving_time,elapsed_time,total_elevation_gain,type,start_date,start_date_local,timezone,achievement_count,kudos_count,comment_count,athlete_count,photo_count,total_photo_count,trainer,commute,manual,private,flagged,average_speed,max_speed,average_watts,max_watts,weighted_average_watts,kilojoules,device_watts,has_heartrate,average_heartrate,max_heartrate,athlete_id,map_id,map_summary_polyline,start_lat,start_lng,end_lat,end_lng,state
1475,879230048,Pace it out after intervals,2414.0,675.0,675.0,0.0,Run,2017-02-25 15:46:11+00:00,2017-02-25 08:46:11,America/Denver,0,23,0,1,0,1,False,False,True,False,False,3.576,0.0,,,,,False,False,,,2984178,a879561606,yj}rF~_iaSdY@lD_B~i@mm@dCqGvC_Sg\kFiBcEOoHyGw`@yFyK{_E{Big@|@iRsAFsu@jH{\`KkTUwjByyAa@csBtB|Bte@qF|UcCjf@jHd^pE|h@^j]m~@fA}HqA]oR_DcFyf@s@O_yBiJsa@IwRvgIi@R|iBgKpTkHj]B`v@v{F`CpFvKxJ`o@lCtB|XnCaH|Zsj@xm@eDxA{XC,39.97,-105.24,39.97,-105.24,Colorado
1476,879221740,Warm up,1609.4,553.0,553.0,0.0,Run,2017-02-25 15:43:49+00:00,2017-02-25 08:43:49,America/Denver,0,19,0,1,0,0,False,False,True,False,False,2.91,0.0,,,,,False,False,,,597839,a879575828,uoesFb_n`SkACJmChD}Ei@sRa\}@EauAoA}\{rILc@zs@kBvCqPh@JvfHkvCn@ivBwB@cfF_Du}@luASYu|@xGirB~`FSPwmBql@kBHgmFvmLt@p@fd@hCnHC~F}gAfE_@zw@ciDPqJvAR`}Cdi@rl@~AvHVzO|fC~@ZjiFd\b@f@vRqDhFHxB`AM,40.01,-105.1,40.01,-105.1,Colorado
1477,879223906,10x :30 at 5:27 pace,2575.0,628.0,628.0,0.0,Run,2017-02-25 15:43:04+00:00,2017-02-25 08:43:04,America/Denver,0,27,0,1,0,1,False,False,True,False,False,4.1,0.0,,,,,False,False,,,1662017,a879592398,e|rsF|p_aSre@q@t@iy@bxBa@z@hWrIt\FrzMuLj@pK@f@aQaAk@kGlHidAtnBaIbJyJjFih@vK_h@wNutDoAkWhBeyBU{Cz@r@hNeAcPw`BQ{LcGkc@wd@yLcQq[{K_LiM_l@oe@cWka@gKwI{ZqHi~@}Hs^gJmpA{AaAc|@~]qxAbB{Wd@{vAlTqmAl@kbBt`MfAlAj@l@jGjR`T|rCe@rK|k@DduGMvwAwSb@y@pBDbjD`GrW`E|Bh`@tAbmBB|e@rNto@oMzJiJhhAqtBhGwFVpOyLx@lMg@nByD}BoMi@kTt@stH}|B{Ai@qEgFiGs@mDIy}A_e@a@,40.08,-105.19,40.08,-105.19,England
1479,879341587,Morning Run,18339.2,6168.0,6186.0,233.0,Run,2017-02-25 15:27:48+00:00,2017-02-25 08:27:48,America/Denver,0,4,0,1,0,0,False,False,False,False,False,2.973,4.1,,,,,False,True,175.2,201.0,9184201,a879386649,ql|pFpya_SlFiXlJwDgBuUb@kJdDoFnKwDzGcQ~@iGiAmO~V_LtAiC]eXzJsa@h@qKaBgMwI{RyIVmOfJmN`BoRbHmSw@aAoMgEuB}qAd|AHzBvGdHrCdJFiCeLaOMeC~\}`@jLsCfDfHxCdB`DwFzFfFrFd@jCaCbIwRv@aT~@oAhRDbc@uKzPqJpHr@xHtS|@`L}@~KiJ`a@JjXkXtMk@zEdA|NiFzPwNrHgDnHxAn^gJrDyHp`@cCP,39.64,-104.87,39.64,-104.87,Colorado
1480,879232372,Penha/ So Paulo-SP,1871.6,974.0,1422.0,43.1,Run,2017-02-25 15:26:47+00:00,2017-02-25 12:26:47,America/Sao_Paulo,0,31,0,1,0,0,False,False,False,False,False,1.922,3.5,,,,,False,False,,,610257,a879480611,qmkyHdnN`BbTeLlsAb@~cBxGjh@bRnTiDz[mSec@ts@trB_Av}@dAky@tIuH_C_mAud@lF{Twf@ps@nrBq@p}@v@qx@xI}HaCkmAsd@nF{Tgf@xs@trB_Af}@z@ux@xI{HcCymAwd@nFsTyf@rs@~rBy@r}@~@ay@vI_I_CwlAmd@jFaUcg@ns@rrBaAv}@hA{x@vIeI_CqlAwd@fFwTyf@vs@dsBeAd}@dAey@vIqHcComAod@rF{Tcg@ps@|rB{@z}@~@}x@xIuHcCwmAqd@tF{Tof@ts@trB_An}@dAky@tIiHcCumAud@rFwTsf@ts@vrB{@p}@~@gy@vI}H_CmlA}d@xEsTef@vs@vrBcAh}@`Awx@zIwIaCylAsd@rFyTag@rs@`sB}@t}@bAky@tIwH}BslAyd@~EyTmf@rs@nrBaAp}@bAqx@zIgIcCimAsd@nFyTof@vs@xrB}@j}@~@sx@xI}IaCelAwd@`FuTeg@ns@dsB{@v}@|@ux@|IqIeC_mAid@tFcU_g@ts@zrB{@r}@`Aiy@tIsHaC{lAwd@`FwT{f@ns@prB{@`~@bAyx@zImIcCwlAmd@lF_Ueg@ls@prBu@d~@z@{x@zIeI_CulAqd@dF_Ucg@ts@bsBaAp}@dAgy@vImH_CemAqd@hF}Tcg@ls@jrB{@f~@dAay@vIsH_CslAyXt@,51.51,-0.08,51.51,-0.13,England
1482,879415084,Guess I should start doing some long runs,25746.4,9392.0,9754.0,117.0,Run,2017-02-25 15:21:24+00:00,2017-02-25 08:21:24,America/Denver,8,14,0,1,0,0,False,False,False,False,False,2.741,6.6,,,,,False,True,153.4,174.0,474447,a879464422,}ybfEn{biU}EqA~A_LlD_@rEzUdGlJnY}LzD|Rz[bj@nJ`_@vDdy@zQb`AxLxb@`RfWh@da@eGfb@yCndAlVZCj{ApUn@@ldAbk@heAwArNeG~DBvRwHzRaFt_@}d@pD}`@vLmGzGaHbVmRfPdR{OxHkWnGiGdb@wLd^m@jGeHdBmP~f@LYpEsFzJkNpEex@~Aua@fLqH`GkKhZu\zU_sBt`@wfBpp@_uBxmAw[zXsy@dhAuLg@mNyPr@qE`OaJuCuIil@vGwLkC~^`GcPdEfBqH}I?{Lh]ca@oSPcDaFx@hIkZlYmLrSlC`G{F`BhCqRl]tQ~AxYwHjLhAdAhHuNpI]fExN~PnJ|@`|@siA~}@qo@|sAeu@tdBoo@fsBw`@|]iWvNc^la@{M`y@kBvR_IbLHTnHrUOwAyxDg~@N`DhG`@}H{[FaAcIgXwE}ZvC{AjJuaA{@{l@`OuOqeAwf@sbCxcDg`AoO_u@yB}_@ui@bD{Asr@xCkh@mT}x@eI}j@qSq`@_D{SeFn@_BhLpHjBx@xGeYyEvVoAp@lI,32.62,-117.0,32.62,-117.0,Colorado
1484,879820210,Morning Run,2101.6,1420.0,1996.0,36.0,Run,2017-02-25 15:12:44+00:00,2017-02-25 08:12:44,America/Denver,0,0,0,1,0,0,False,False,False,False,False,1.48,1.8,,,,,False,False,,,2370471,a878540892,yxjwFfuqbM}ZwAtTb@|AarArHgBr@c\gXusE`fAsLq@S,40.69,-73.99,40.68,-73.93,Colorado
1486,879504121,Morning Run,11174.9,3698.0,4109.0,35.0,Run,2017-02-25 14:34:22+00:00,2017-02-25 07:34:22,America/Denver,2,1,0,5,0,0,False,False,False,False,False,3.022,4.0,,,,,False,False,,,4938264,a879427881,ss`tFn|z`SwQm@vn@AJpDIqDT~LM}Le^|@,40.15,-105.16,40.15,-105.16,Colorado
1487,879191837,Exploring San Antonio,9672.5,3649.0,3881.0,13.8,Run,2017-02-25 14:19:38+00:00,2017-02-25 08:19:38,America/Chicago,0,12,0,1,0,0,False,False,False,False,False,2.651,8.1,,,,,False,True,133.9,146.0,12982083,a878482373,oervHxu{~T~IbBbAdEgLnSjUn`@EfCqAFrAzA{BhFoCbSwFnK|AnAGjHwVjj@_CvOcN|UyKjLiAhF^nCmCCeBrHxB_@[vGsGzDqHtO{C`RmFbKuDpNwJjNNjDwDzAc@cCsAxBMiC{F~Dn@{GeGiA_AyGmEkDvKuj@tCsEpBuJpG_e@lCqEtBMtMo`@bFjFjK}HvFmQnf@yw@`D}@pEkO`GcJzE_ErDtE,51.05,-115.33,51.05,-115.34,Virginia
1489,879293706,Day 13: #timetofly,27466.1,8466.0,8956.0,391.0,Run,2017-02-25 14:01:05+00:00,2017-02-25 07:01:05,America/Denver,14,3,2,1,0,3,False,False,False,False,False,3.244,5.1,,,,,False,True,153.2,172.0,474447,a878428557,avbfEfaciUq@aEoHmArBwLpDEvC`SlGlMuPvOaNhGob@jLw`@McG~CoFbK_QuN_Rb@gDtD}DlUiKoEeLNyN~\{@x`@gAxEgN~U}VlJnCfMVdQtUpf@hBHqH{LdBeQ}@|BCtJuLpS_T{I_IqImBoNEoScNev@yC_CwVhAmHmBuNeToGkUzTqIiY{}AlF}BvD}Gj[gJsEof@jAeHtHeNxAsGt@e`@rJsg@lMaKpZ{AuB{SjEe]i@ud@fBoZaFeXd@{OkPkAaNaH_Q`GyCOgKmTwMw@kLkJfAuGlBmBlFj@zCgQbPXzW`MbAlEQdHtEaBbMnIpNiBtKhH`CbIvAi@rCqIvCwAdDt@nEpGfDNhEcLpFkBtNnK`LrC|ElJR`EnEaAoDfSoVz_@sAlJBrKxFxa@jRjq@~T~i@jE`e@bNdb@wNjOwe@pdA_NnKoDbG{Ffo@aNv[cApc@}OjXyUhIbCvNP|P~Snc@rDbBgYgi@AeQ{BuJpVgJvNmW|Ase@vNq\zJi@zKfEdDiVvF}DvQ?nOhNnGsJtEaCp]TrOwCl\sLw@{EbA|Cq@oE~@VqCcGnAuAlAeJ`KB,32.62,-117.0,32.62,-117.0,Colorado
1490,879097745,Morning Run,5363.2,2146.0,2146.0,85.0,Run,2017-02-25 13:49:28+00:00,2017-02-25 06:49:28,America/Denver,0,1,0,1,0,0,False,False,False,False,False,2.499,3.7,,,,,False,False,,,2370471,a878491615,mhiwFvthbMel@rHlPh|CkAn_AiLnCk@jq@wWWm@zG_U~@}iAf_BoCr@mEsBPiAV|AwCnA~@dBo@cBZ`Bc@g@WnBz@?B_DObEFqA`BToFnA\zEyB|@[fCy@uA~@hA,40.69,-73.94,40.72,-74.01,Colorado
1491,879310219,Phoenix Marathon,42202.2,11586.0,11586.0,60.7,Run,2017-02-25 13:31:33+00:00,2017-02-25 06:31:33,America/Phoenix,2,9,3,40,0,0,False,False,False,False,False,3.643,4.6,,,,,False,False,,,15328516,a878176331,c}ksFv`laSiBdCIzD}Kf@JzEuBv@y@fGeY@e@nSiPnUsZO`@nk@ye@`|@gM~Ikf@[aMaUeGsD{AwJtB{[gAsEFwKbLqZ?eWbH_Rk@oJt@k^uKuEwOuUmS|CrCuXFwg@ga@YgGqEkBwHxAk]m@oFlGqBtAoFwAsUqAkEw@dByAoChIki@_BeH`@uInGmOzDzFuEjJNfC`k@rDdAtDdCoAni@~r@~@bIqAnNeG|NdBxOaEnMEnP~vBY|FxDAbr@jHr@DrLhLIAdJnBZ~@fD`P}@HzLfAtD,40.04,-105.25,40.04,-105.25,Colorado
1493,879204964,Slugging through the snow @ Apex,17030.2,8600.0,9308.0,649.1,Run,2017-02-25 13:06:53+00:00,2017-02-25 06:06:53,America/Denver,0,2,0,1,0,0,False,False,False,False,False,1.98,3.9,,,,,False,True,134.0,161.0,2624968,a878194577,o_~xEvaj_NtImVgX{h@yR{Tg}Cub@qn@y`AuQiQqa@gS{NoUbDwm@Owm@kBkFoTm@aX_MmDcP{nAkCbCu}By]eBsHk^qFst@nPwcAeNgS_K}A`I{e@eCuRnEsIdY}@bKoHFgm@}CuP|BmUnb@s^lDwQeCwMrK}CrB}IzJcIkAiF~E_GkBoMmLtA`@_OqOmJlCb@x@gCuCiDfHwG|HlCa@}GkG_YoRu\pAmCiLkNkGof@Y}ZoOsXkDgUkGTmBgEw@gTqKy^eOcGuB}LuGuGxA}GgEmNbaAsj@ng@_JxKoHlI}KhLoa@hXgUjc@ueA`V{VriC_e@|PqHlw@cw@vO{GxTbA|NqJ|h@jEll@}EfLk\xJoG~HtVy@hYzP~b@}v@jjAj@hInGnIuAhTcc@jSoLhQF`OhJbZvXlY_@~TwCvA_CfZcDvFnJlQrAvMjIfCiHvh@Shh@`Vzp@CtdBtqAoAw`@zpAoI|wAoY~b@}VvdAmTt~Cm\trAgKpOqIlj@zXn^zk@fUtCz_DoSbKxAvSoF~UxPfe@wBftAzGld@m\l@sTgFDxM~H~Fq@xYlLpAn@lV_HjBgInP_UmLRiG,35.71,-78.7,35.71,-78.7,Colorado
1494,879816192,"Post Oak Triple, Day Two 50k, #87",50261.2,34049.0,34920.0,1162.0,Run,2017-02-25 13:02:46+00:00,2017-02-25 07:02:46,America/Chicago,2,14,0,1,0,1,False,False,False,False,False,1.439,3.1,,,,,False,False,,,3965607,a878136755,msh`FxxfgTDdFcDvCqApLa\n]kGzUwW|@iDfC{AzZj@vPxMZdKxC|cAjr@b_@lSd}@v_@tW_~Af@{JqAkNiWq}@sBmMMoQhFim@}Byk@dBfn@{Erj@FpQxBlNhWt}@jA|Mm@fKyWf}Am`Bow@g`Ayo@_L_DkLBr@xI|UvFsMvL`NcLfJvGpBc@dB{DeFfEiK}HoUsFkAeYjAuZtDkDvSHzCqAjG{U`\_^jA}KpCcEwBeYrMSoN?sf@vGtj@yFcC]aJvAlY}AiYzAOjYjAlBnD}FhFqC_BuQdBOoPnAhMa@|AzP_FvB_EpG}@sCBiWfJmApBjQyE`C}DvGaAgAAoYhJoA~BrY{CpCcChP|KhVdEhPvA~PyAhPx@vLoCfCeIoFkIvEwEoCkAuJQfBhAvG~EzC`DY~D{DjHnFlDcBo@sNxA_Pu@}GW|h@kCx@gHsFmDrD`EqCxFdFzC]x@oC{@qKxAcMWoHwA~Tz@|Lo@fCsCJcGcF}FvE}FmA{BeFg@kUPfT~AvFdF`CxHyE|HnFnDgD{@uLvAuP{AiQ}C_NiMiXzCqP`CwA{@iNb@xC,36.91,-111.45,36.91,-111.45,Colorado
1495,879836491,Antelope Canyon 50 mile,81788.2,29180.0,30209.0,1637.0,Run,2017-02-25 13:01:47+00:00,2017-02-25 06:01:47,America/Phoenix,2,10,2,2,0,1,False,False,False,False,False,2.803,6.1,,,,,False,False,,,2984178,a877957260,sc~rFtgiaSutAzlAqL{AmGjCsKyBwJ{F_GCqAhBaKo@qNmJGkG{EoTgD{HuGkFoEvBsFwBeIpAU`NtGfH|@lEyBjHsCnA,39.97,-105.24,40.01,-105.25,Virginia
1496,879055389,Morning Run with Chris Lepore,9610.8,3462.0,3557.0,26.3,Run,2017-02-25 12:58:47+00:00,2017-02-25 07:58:47,America/New_York,13,2,0,2,0,0,False,False,False,False,False,2.776,7.2,,,,,False,False,,,1662017,a878008953,qmkyHhnNbBlSeLnrA^|dBjAhSlErTtEtJlKrHgDb\iATcQ}c@vK~[H~GvCIdE`Gn[ndAs@b~@~@gy@vIcIiD{s@f@sWyOUwS~F_CcB}Pcd@nK|[JjHpCGjEzFz[reAeAb}@dAkx@xIgIgD_t@b@mXwOIaTtFqBwAaQyc@pKr[NrHpCSjEbGn[ndA}@`~@hAcy@tI{HiDws@d@eXkPM{R|FcCaBcQyc@pKj[PzHvCObE|Fp[pdAs@b~@z@ux@xI{HiDkt@d@_XyOQsS|FcCkB}Pic@rKj[LlH|CCdEbGr[beAaAj}@`Aux@xIwIgDes@d@eX{OWuSzF}BcB_Qyc@tK~[LpHrCUhEfGr[~dA}@n}@~@yx@zImIkDms@f@eXkOYgT~F_CiB{Psc@tK~[LlHlCShEzFv[beAaAt}@fA{x@vI}HgDys@b@sXqPCaSvF_CmBuPyc@pKn\LjHnCUlEfGp[vdAcAr}@fAox@xIkIgDgt@b@}WuOMyS|F_CcB}Pyc@vKd\HhHzCOzDrFx[`eAiAz{@,51.51,-0.08,51.5,-0.15,California
1497,879052686,Morning Run,8579.4,4490.0,5423.0,320.8,Run,2017-02-25 12:23:09+00:00,2017-02-25 07:23:09,America/New_York,0,1,0,1,0,0,False,False,False,False,False,1.911,3.7,,,,,False,True,152.0,192.0,4938264,a877813082,wmkyHlqNjBjPgLzrAb@veBfA`RnEtTtErJlKtHgDx\fAbAvTuGxWN~[_ExBq[,51.51,-0.08,51.49,-0.12,Colorado
1501,879705354,Morning Run,10341.6,3510.0,3835.0,92.6,Run,2017-02-25 11:30:03+00:00,2017-02-25 06:30:03,America/New_York,0,4,0,1,0,0,False,False,False,False,False,2.946,3.6,,,,,False,False,,,3749260,a877511746,wmkyHtpNjBlPgLhsA`@veBlA|RxEfUnE`JfKnHkD~[x@rAtSiGzY?~[oEnBw[wCcBv@aNbBkAd@{IdCwDRaDwGyET}FoHg@KiE{RnCAeGbDaLpIoR|GaHuFt@aKzKq@s@fJyPz^eZlBpSlIe@vA}HgCuU|@udAkBkNaI?w@gLsC}EoBBwElKoB[cAm`@kBwHqCsCcDnBgDlNaCwGLkGaDe@o@jLjCfIo@zDcBt@uNqL{BtF}V}OwLcBaC|DfA`Lk@fPpBbOmKrjAo@p`@z@vOJnbAxF|`@|ErKvKhIkD`\p@jAvTiGrXDz[}D~By\sCgAv@eOxA_@l@sJzCgIuGaFTcGyHiBdIhBc@lF|G~F{C~Ho@xJyATu@zNvChBwBd\ye@jFk@tXjDns@sI|HiApy@k@oBnAiz@s[qeAqDmFeD?G}GyKw\xQhd@bChA~HcD,51.51,-0.08,51.51,-0.13,Colorado
1502,878856560,Lauf am Morgen,16228.3,6655.0,6755.0,133.9,Run,2017-02-25 09:38:29+00:00,2017-02-25 10:38:29,Europe/Berlin,0,71,0,1,0,0,False,False,False,False,False,2.439,3.7,,,,,False,False,,,419308,a877477123,g`jsFfyh`SbAmIlDwFNuFAeOyCiQC_dAoEu@yOqPsG~IyPeQ{ClBcs@Ts@hCeAy@nA|APdSjNRHxVdOd@kDvMAfO|HvZlImA~BtAt_@?k@`z@jDJ,40.03,-105.08,40.03,-105.08,Colorado
1503,878726737,"Faster second half long run, with Carlton",32208.8,8734.0,8997.0,234.0,Run,2017-02-25 07:13:57+00:00,2017-02-25 07:13:57,Europe/London,5,28,8,2,0,0,False,False,False,False,False,3.688,7.3,,,,,False,True,145.3,162.0,5612163,a877489750,qmkyHxmNbBvScLzqAr@hnBjH~b@|DrHzJ~GqCd^nVsFhNn@g@xXjDps@qIvHeBty@~@s}@q[geAwDyFaDDI}GyKy\tQbd@zBlApSiGrY@j\wEjBi[sCkBt@kNvAg@r@aKxC}HsGaFZ}FqHe@SqE{RlCEaGnDyLbIuQ`HiH_G|@{JvKm@o@fJ_Q|^gZrB|SlIcAnAuHkCyW~@ybA}AaMwI_@q@gLuCwEmBJsEhKmBYaA}_@eBuHgC}CuD`BeDpNgC_HR{FwC_A}@zLjCbJoCvE}NsLqBxF{V}O{N{@eAxCfAtKk@fPnBdPeLnrAp@nlB`Hnc@hEfI~JfHuC~]`WsF|Mz@k@~WjD|s@cEbGmCr@cBxy@`As}@}[yeAqDkFaDBGyGwK_]lQ~c@|BvAtSiGrY@t[}DbCs\uCsAv@aOzAa@l@wJjC{DJuCqGkEXcG{Ho@IeEmQzD{@{Fh@mCF|JtQyD`BrDjFfAc@rFjDlB,51.51,-0.08,51.49,-0.11,Colorado
1504,878532441,Evening Run,5954.6,1800.0,1800.0,0.0,Run,2017-02-25 02:41:13+00:00,2017-02-24 19:41:13,America/Denver,0,2,0,1,0,0,False,False,True,False,False,3.308,0.0,,,,,False,False,,,12982083,a877378347,ylvaItruoUo@vBcCFyBh`@yNmDaA~HiGQ}@lEwHa@uKyHeEfEkBbHmDAjDjKJpMpEnBtGhMbBrViF`LKrGcBb@eEja@uDtM{@rSkAdC{Ac@{AhNaEzLxAvCqC~CsEiCKoXiF_YxG}^iAyIgFaMrIky@iAgNz@gElFoIh@eEvD}DtMnCbHgF~IdIxHEh@qDbDvArB{Ax@}GqA`HuF@qApD_IReIyIsG|EiNqC}DtE_@vDyCvCuBvHsGo@qC{DbDUvAmIqIuUuA}Kf@wGw@_G~AoQtC`PhAaQxAiBjDbBtHpJvWnOdJjKtFrNnJjDlCwDvBDjF_VrJfBr@iFjDHAgC,52.88,-118.08,52.88,-118.08,Colorado
1505,878530301,Work stroll,4023.4,2100.0,2100.0,0.0,Run,2017-02-25 02:30:14+00:00,2017-02-24 16:30:14,Pacific/Honolulu,0,16,0,1,0,0,False,False,True,False,False,1.916,0.0,,,,,False,False,,,2370471,a877495038,adiwFb|fbMWfHfHtnAku@xK~L~xBgAn`AkLdAw@dr@yg@aAlNlAc@nPMwG_Tf@_kAb`BwDKzDrJgAkAnDTvE}F^_BkAqAe@pHn@t@_@iE|@gCSpEa@{Dr@m@aB`CfEhBoJfLZ`DaAVLpB~L`IeBbIcEiBc@qCiIcBa@kCaGiE`HoPHaEoBcDqB~@XfEeBr@_E`Jt@rB}AuCfBfEaA}BHdAkHsCwHaJsEAtAc@wB_BfIuTfMxKjAy@xIhFfC_ArArGfBqAeAhAtpAseBnS^yBlOHuCWxBvB`@hNgFoAdCfAl@mBdIb@k@qC?k@wDpGmFYpI}ArAgEhU~AiPdByCiBc@jCQ{DzMStFwBpAt@fAaAlCxB?zBuDiGeDdEPyBrBg@tGeT}HbEmSpAy@|@`Bj@oE~CgBKeNbPZvBoBlCnDfA_@i@_@zFjD@gIzCyB`AfAvAeCfPyn@sNsjCbh@_IePijCBwDbEUVuAg@lCaAuA~BlBgAw@,40.68,-73.93,40.68,-73.93,Florida
1507,880724629,Descending the TT ladder into a pit of despair,70116.0,6769.0,7015.0,315.0,VirtualRide,2017-02-26 14:54:40+00:00,2017-02-26 07:54:40,America/Denver,42,18,0,36,0,0,False,False,False,False,False,10.358,16.1,226.1,705.0,261.0,1530.3,True,True,135.2,171.0,2624968,a877160786,m_~xEphj_NlNdJj@|h@vk@|y@vE`P|TxIzFhPfj@gOl^l@fTsMds@dA|@zEzNZzL|Nf_ApIlQjH~|@dmAxYvK|KuD|PlIvSJBlRnMh{@eKjl@zTvxANbj@|GpJpb@fUxLbMnGdRdPrHi@xaAiSr`AjBx~@oCfhAwJ`ETlu@eD|e@dQzGfShk@ff@|u@vgAqNvSuP~x@_AfY{QlIo@ft@v`@~s@bKtYhOlNnVbPfNr^fJlI`mAro@vi@pQ|^~X|Hp^cBnf@dLfWp@rI_E|SeWvV{w@ze@oXjPa[fHcx@~CiAiAeCgBrBmY}I{i@ek@ykAe_@ed@k^mf@{EyZoN~CkXnQa`@aAcTlE}a@sFmeAaIgSuNeMaBaL~DmiBvL}d@iB{_@bFi}@_eAcOaNkH{bAXsv@oOmm@{[ad@hMa|AlMsjAeAcV`Kc~@}EeYlJuP|PsUi{A~Jcm@_NqbAnAi|@vVqe@ki@aIsSyNy~B{x@oc@_EiWch@eQyR}_@aRsl@sh@iWuNe|@gIgVqTe^DuTeFHfN|HjFq@bZxK^dAhWsHlCkEtNiFb@aQeLl@}G,35.71,-78.7,35.71,-78.7,Texas
1511,879671749,"Zwift - London, UK - The McCarthy Special",15608.8,1819.0,1819.0,74.0,VirtualRide,2017-02-25 22:26:52+00:00,2017-02-25 15:26:52,America/Denver,15,0,0,3,0,0,False,False,False,False,False,8.581,15.5,174.1,320.0,188.0,316.7,True,False,,,165843,a876959236,giahEjqqjUkDUvCoEjM~CjW_CbMoLbNaFxGb@lFnEdKrBhI_ApH}FzEcMpEyYhNcWfCaMAmJaKy|@cFcL}QwKwDaH[me@{Ko^|Ae_@kAaGuFmJhHzPkBl_@v@pGfJxWNjd@fEtIbQrJdEvG|L~hAcCnOiO~WcHd`@gD`HkGxDiGf@sTmImAiGgDD}HuN_Kqi@eE}GkCqNuG{MmDmA}@{E`DwCJcToAyA{G@IkAuHtAqGaI}HyZ}Qqc@mMap@yLg\qRkWmh@{YuM_UyDyZ|@eQfCsL~U}n@{Urn@cC|KeA~R|D`ZnN`Vlf@~W|RfWlMh]tMnp@pQhb@bIj[hGfIzG{Bn@lBzIdAIjTsCdDr@tEpDtA~GzNnBdLtErI`Kji@bGpLtEl@|AxE_R|DgTfPiUlA}JcCGyA}DxIpC|BtED,32.94,-117.24,32.94,-117.24,California
1512,879645970,Once you've had a taste of the outdoors it's hard to ride inside,29176.3,2901.0,2901.0,102.0,VirtualRide,2017-02-25 21:37:58+00:00,2017-02-25 14:37:58,America/Denver,5,43,0,39,0,0,False,False,False,False,False,10.057,18.3,206.9,788.0,237.0,600.2,True,True,132.5,167.0,610257,a876847256,_mkyHziN[|FjBdPiLhuAd@`bBpA|SnEjTtEnJdKhHiDd\kAH}Pcc@vKn[FbHvCOdE~Ft[`eA{@r}@~@gy@vImHiDwt@d@qW}PIoRtFqD}DiOea@lK|[NrHzCM`E~Ft[feAeAf}@hA_y@vIaIgDqs@b@kXqOM_T|FwBwAcQ_d@rKt[NtH|CO~D`Gr[zdAw@n}@x@qx@xIcIgDat@b@mXePGmSzF}BiB{Psc@pKt[LrHxCKhEdGl[ldA}@~}@bA_y@xIaIiDkt@f@qWwOQ}S|F{BeB}Pyc@tK|[NtHpB[,51.51,-0.08,51.51,-0.13,Texas
1513,879608768,Zwift - FTP test plus ,22625.0,2852.0,2852.0,250.0,VirtualRide,2017-02-25 20:54:43+00:00,2017-02-25 13:54:43,America/Denver,34,8,0,15,0,0,False,False,False,False,False,7.933,21.0,178.2,378.0,200.0,508.2,True,False,,,4938264,a876761833,omkyHfmN`BtTgKfhAs@z`@z@|PAl|@bD~\hIjUlKzHiDj\p@jA~RcGpZAr[}D`Ci\uCuAv@cO|Ai@h@sJzCqHwGoF^}FeH],51.51,-0.08,51.5,-0.11,Louisiana
1517,879683048,Afternoon Ride,17801.7,4593.0,10498.0,75.0,Ride,2017-02-25 20:17:26+00:00,2017-02-25 13:17:26,America/Denver,1,2,0,1,0,0,False,False,False,False,False,3.876,9.8,83.4,,,382.9,False,False,,,15989249,a876463944,qdcdFtvrwMiq@~sAbIfJgj@vcAyYrn@ld@{z@j^hQhHiZGao@iFE{j@tdAuYhn@td@}z@h^fQdHcZK_o@kF@oeAnsBx@D|b@{z@j^dQdHqZQon@gFAqj@fdAsYbo@xOqY,37.54,-77.43,37.56,-77.46,Norte
1519,879738714,Cold lsd with sbr.,124142.0,14947.0,18088.0,929.0,Ride,2017-02-25 19:31:27+00:00,2017-02-25 12:31:27,America/Denver,27,21,0,2,0,0,False,False,False,False,False,8.305,16.1,186.5,1019.0,202.0,2787.3,True,True,130.6,160.0,610257,a876475042,odcdFrvrwMgq@rsAxH`K_j@fcA{Yxn@td@e{@j^hQbHyZN{l@qE{@gJaIbXmi@|PjKfk@ghAvJxF|EuSr]on@jZiWhKqEyKjC_KvI_SzATiBkCi@tFiBkD_DwKrTlCrEcEfI_PqMcOjZtMdNCrA{Rd^}R}Gay@n`BtHfKaj@fcAqYxn@nd@i{@l^~PbHqZLom@yEm@aJwHbXmi@zPfKxk@qhA`JlGfFeTn]gn@~YaWtKcF}KvC}JtIyRxAPiBiCi@`BkBpCHgDgD}KxTpCjEiEhIsO{MiOhZzMxNMnA{Rb^}PcI}AvA}w@x~AvH`Kij@vcAiYvn@`d@i{@z^tP|GeZL{m@qEe@kJsHjX{i@vPpK|k@_iA|IxGfFmTb^{n@tYoVlKsE_LnCsJpIcS|APgBgCm@pFiBeDaD{KvTnCfEqErIyOmM}NfZzMlNKlAyRb^eQaIoAfAox@x_B~H~HKlAui@pbA{Ytn@hd@{z@r^dQhH{ZLmm@{Eu@}IwHhXwi@tPrKxk@whAvIxGrFqT~]{n@pYkVnKiFgLfDoJjIuRzA@qBaC_@tFgBeDeDcLdUrC`E}DfIuO_NqOhZ`NtOkC`GaOzWkQeIuD`G,37.54,-77.43,37.54,-77.43,England
